2025-11-18 06:36:17,OK,eXLNCC2Xag,0.20,9600
2025-11-18 06:36:17,OK,kLjoVYj0EX,0.20,9600
2025-11-18 06:36:17,OK,S6wtpyClvQ,0.20,9600
2025-11-18 06:36:18,OK,5PlEaoGQBh,0.20,9600
2025-11-18 06:36:18,OK,wjqTMBsv1w,0.20,9600
2025-11-18 06:36:18,OK,GHs2zVp17a,0.20,9600
2025-11-18 06:36:18,OK,F0nr4DT8SS,0.20,9600
2025-11-18 06:36:19,OK,dE0KYCLGvB,0.20,9600
2025-11-18 06:36:19,OK,01Ggt51Wvy,0.20,9600
2025-11-18 06:36:19,OK,wymZdebudt,0.20,9600
2025-11-18 06:36:19,OK,B6x1GJ1QNm,0.20,9600
2025-11-18 06:36:20,OK,PDdVjKPbh8,0.20,9600
2025-11-18 06:36:20,OK,NTwyrOSI8v,0.20,9600
2025-11-18 06:36:20,OK,19qmywwpA9,0.20,9600
2025-11-18 06:36:20,OK,RPBsji1y9Y,0.20,9600
2025-11-18 06:36:21,OK,uLpg9WuRer,0.20,9600
2025-11-18 06:36:21,OK,BTqr6fbsKa,0.20,9600
2025-11-18 06:36:21,OK,papoGMN78M,0.20,9600
2025-11-18 06:36:21,OK,VsV9NUT7ky,0.20,9600
2025-11-18 06:36:22,OK,mjFTOBynr6,0.20,9600
2025-11-18 06:36:22,OK,DVUr9b3MY2,0.20,9600
2025-11-18 06:36:22,OK,XsispvB8rj,0.20,9600
2025-11-18 06:36:22,OK,uTI0mUzY7h,0.20,9600
2025-11-18 06:36:23,OK,T92nozEfCb,0.20,9600
2025-11-18 06:36:23,OK,VZH4FwpEuW,0.20,9600
2025-11-18 06:36:23,OK,nfotTQDIn9,0.20,9600
2025-11-18 06:36:23,OK,p68fjkVmFV,0.20,9600
2025-11-18 06:36:23,OK,BbsIVx4A0o,0.20,9600
2025-11-18 06:36:24,OK,VdH7LaLMjy,0.20,9600
2025-11-18 06:36:24,OK,LMsHsQrB2x,0.20,9600
2025-11-18 06:36:24,OK,W3OCBhx3fn,0.20,9600
2025-11-18 06:36:24,OK,f0FnvQB7ci,0.20,9600
2025-11-18 06:36:25,OK,vmvetbuZak,0.20,9600
2025-11-18 06:36:25,OK,MubYwa5jTa,0.20,9600
2025-11-18 06:36:25,OK,NyPSZAgb78,0.20,9600
2025-11-18 06:36:25,OK,7risJSH1rh,0.20,9600
2025-11-18 06:36:26,OK,b1R0NDQIlh,0.20,9600
2025-11-18 06:36:26,OK,gwTvEruiGr,0.20,9600
2025-11-18 06:36:26,OK,gDWDufV1UA,0.20,9600
2025-11-18 06:36:26,OK,ZtzojCqxIR,0.20,9600
2025-11-18 06:36:27,OK,SmDmYFRGnX,0.20,9600
2025-11-18 06:36:27,OK,xHaIKIldA6,0.20,9600
2025-11-18 06:36:27,OK,bXpOBNQp8W,0.20,9600
2025-11-18 06:36:27,OK,4R951VAIbl,0.20,9600
2025-11-18 06:36:28,OK,dMr1UzA4RA,0.20,9600
2025-11-18 06:36:28,OK,0sVd7UoLAn,0.20,9600
2025-11-18 06:36:28,OK,g22dytywzP,0.20,9600
2025-11-18 06:36:28,OK,WSZDJs0HmH,0.20,9600
2025-11-18 06:36:28,OK,Faya1vvg4t,0.20,9600
2025-11-18 06:36:29,OK,Hal93XqpKf,0.20,9600
2025-11-18 06:36:29,OK,2gvSh2AXAk,0.20,9600
2025-11-18 06:36:29,OK,dFARgzAPV4,0.20,9600
2025-11-18 06:36:29,OK,6aTfXM3D0D,0.20,9600
2025-11-18 06:36:30,OK,gshRACI8ZI,0.20,9600
2025-11-18 06:36:30,OK,g0LgHpWH4p,0.20,9600
2025-11-18 06:36:30,OK,CyEVUbfNdV,0.20,9600
2025-11-18 06:36:30,OK,O7CvPAxV9K,0.20,9600
2025-11-18 06:36:31,OK,dfBoAGSUOM,0.20,9600
2025-11-18 06:36:31,OK,7O9BhTbAg2,0.20,9600
2025-11-18 06:36:31,OK,UszWdCWOXT,0.20,9600
2025-11-18 06:36:31,OK,W0xXdvctFq,0.20,9600
2025-11-18 06:36:32,OK,5A22AZLZZp,0.20,9600
2025-11-18 06:36:32,OK,RtXGDyJYCg,0.20,9600
2025-11-18 06:36:32,OK,pZVcuwNMfQ,0.20,9600
2025-11-18 06:36:32,OK,0YPsRPHamf,0.20,9600
2025-11-18 06:36:33,OK,G3Mb9OQGmQ,0.20,9600
2025-11-18 06:36:33,OK,nRn6sYq3iL,0.20,9600
2025-11-18 06:36:33,OK,KXhXFwkLNM,0.20,9600
2025-11-18 06:36:33,OK,oRF0sCC8Jo,0.20,9600
2025-11-18 06:36:34,OK,Nw40qmMWfv,0.20,9600
2025-11-18 06:36:34,OK,fnGCALzkUC,0.20,9600
2025-11-18 06:36:34,OK,u8Rzx92z6B,0.20,9600
2025-11-18 06:36:34,OK,cJvW9Z8Mvb,0.20,9600
2025-11-18 06:36:34,OK,5QFBQFKFof,0.20,9600
2025-11-18 06:36:35,OK,FYbWMOWCCQ,0.20,9600
2025-11-18 06:36:35,OK,BeZwyWJui4,0.20,9600
2025-11-18 06:36:35,OK,LbIQcYUnc8,0.20,9600
2025-11-18 06:36:35,OK,GhUh2guMgw,0.20,9600
2025-11-18 06:36:36,OK,chOzTALcuu,0.20,9600
2025-11-18 06:36:36,OK,U5JaMmxeNP,0.20,9600
